UDI,Product_ID,Type,Air_Temp,Process_Temp,Rotational_Speed,Torque,Tool_Wear,Machine_Failure,TWF,HDF,PWF,OSF,RNF,FFT_Max_Amplitude,FFT_Dominant_Peak
2228,L49407,L,299.5,308.8,1965,20.4,164,0,0,0,0,0,0,59.34609659579127,33
2229,H31642,H,299.4,308.6,1542,41.8,166,0,0,0,0,0,0,58.127777532019856,26
2230,L49409,L,299.4,308.7,1681,30.8,171,0,0,0,0,0,0,49.98110931699073,28
2231,L49410,L,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,52.8199982236962,24
2232,L49411,L,299.4,308.6,1415,56.4,175,0,0,0,0,0,0,60.72113107710394,24
2233,L49412,L,299.5,308.6,1672,30.5,177,0,0,0,0,0,0,61.481896552258405,28
2234,L49413,L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0,254.8436851145027,45
2235,L49414,L,299.4,308.6,1492,40.5,181,0,0,0,0,0,0,65.64355343371237,25
2236,M17095,M,299.4,308.6,1455,42.7,183,0,0,0,0,0,0,44.03067670154448,24
2237,M17096,M,299.3,308.5,1422,43.1,186,0,0,0,0,0,0,59.66457413012491,24
2238,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,48.61357498125103,24
2239,L49418,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,59.33074047753676,25
2240,L49419,L,299.2,308.6,1381,50.0,193,0,0,0,0,0,0,55.45852897409232,23
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,43.44723371029351,25
2242,L49421,L,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,58.631878325879185,29
2243,L49422,L,299.2,308.4,1667,29.0,199,0,0,0,0,0,0,58.43847620427616,28
2244,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,41.792298991512176,25
2245,M17104,M,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,255.3680587769043,45
2246,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0,67.13152474581634,24
2247,L49426,L,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,49.691085782041995,24
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,41.84482676835923,23
2249,M17108,M,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,59.14382028272899,22
2250,L49429,L,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,54.64659406129161,24
2251,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,45.263731932076446,23
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,63.37165939939329,24
2253,H31666,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,56.327053305691216,24
2254,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0,56.70577547606563,23
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,54.09822599424897,22
2256,L49435,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,65.25730526165596,26
2257,L49436,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,65.59024986984026,25
2258,L49437,L,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,60.72280769901454,32
2259,L49438,L,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,65.42946541490964,22
2260,L49439,L,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,59.393505027522146,24
2261,H31674,H,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,46.74395312831965,26
2262,M17121,M,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,65.31039782437107,24
2263,L49442,L,299.1,308.3,1533,42.4,48,0,0,0,0,0,0,50.76165239263736,26
2264,M17123,M,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,54.83900902562313,26
2265,M17124,M,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,55.382472584364976,24
2266,M17125,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,55.870393411229706,22
2267,L49446,L,299.2,308.5,1381,60.6,59,0,0,0,0,0,0,50.45229264964028,23
2268,L49447,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,63.57520715985933,23
2269,L49448,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,74.67830781270803,24
2270,L49449,L,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,60.29049960608248,22
2271,L49450,L,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,67.50262966549026,24
2272,L49451,L,299.2,308.5,1821,26.1,69,0,0,0,0,0,0,40.105409027320384,31
2273,M17132,M,299.3,308.6,1448,52.1,71,0,0,0,0,0,0,56.65166027961953,24
2274,L49453,L,299.3,308.5,1589,32.7,74,0,0,0,0,0,0,57.84087463899127,27
2275,L49454,L,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,47.429008238090255,26
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,63.74936581686741,27
2277,L49456,L,299.3,308.7,1393,54.2,80,0,0,0,0,0,0,53.90397319684225,23
2278,H31691,H,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,49.70075707114113,24
2279,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0,40.64687312433148,24
2280,L49459,L,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,53.037945616609186,26
2281,L49460,L,299.4,308.8,1390,57.0,92,0,0,0,0,0,0,61.92203962108488,23
2282,L49461,L,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,54.39845279486266,26
2283,L49462,L,299.4,308.7,1459,47.6,96,0,0,0,0,0,0,42.16982214326697,25
2284,L49463,L,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,56.47624232514068,23
2285,L49464,L,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,62.544631704712,23
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,56.16352520196309,23
2287,M17146,M,299.4,308.7,1289,60.5,104,0,0,0,0,0,0,46.09321802836766,22
2288,L49467,L,299.4,308.6,1746,26.8,107,0,0,0,0,0,0,54.84253358924226,29
2289,M17148,M,299.4,308.6,1541,39.1,109,0,0,0,0,0,0,61.61630896988312,26
2290,L49469,L,299.4,308.7,1504,37.8,112,0,0,0,0,0,0,60.221879815583634,25
2291,M17150,M,299.5,308.7,1321,51.9,114,0,0,0,0,0,0,58.42843778148429,22
2292,M17151,M,299.5,308.8,1886,20.9,117,0,0,0,0,0,0,54.265765475618664,32
2293,L49472,L,299.6,308.9,1422,53.2,120,0,0,0,0,0,0,64.81241467637008,24
2294,L49473,L,299.5,308.9,1520,38.3,122,0,0,0,0,0,0,44.343222270790925,25
2295,L49474,L,299.4,308.8,1627,32.6,124,0,0,0,0,0,0,54.930629122001605,27
2296,L49475,L,299.4,308.7,1512,37.2,126,0,0,0,0,0,0,50.863543354827335,25
2297,L49476,L,299.4,308.7,1553,42.7,128,0,0,0,0,0,0,66.39254377174505,26
2298,L49477,L,299.3,308.7,1802,26.0,130,0,0,0,0,0,0,52.62952757039017,30
2299,L49478,L,299.3,308.6,1482,37.6,132,0,0,0,0,0,0,58.55154709654528,25
2300,L49479,L,299.4,308.7,1446,62.9,134,1,0,0,1,0,0,253.93129223616899,45
2301,L49480,L,299.3,308.6,1371,50.5,136,0,0,0,0,0,0,61.06834298504096,23
2302,M17161,M,299.2,308.6,1586,35.7,138,0,0,0,0,0,0,55.66337647660807,27
2303,L49482,L,299.2,308.5,1515,39.8,141,0,0,0,0,0,0,47.62555784218247,25
2304,L49483,L,299.2,308.5,1374,53.6,143,0,0,0,0,0,0,62.81259160266724,23
2305,L49484,L,299.1,308.5,1455,39.8,145,0,0,0,0,0,0,44.960111592680256,24
2306,H31719,H,299.2,308.5,1342,47.5,147,0,0,0,0,0,0,43.422521433490935,22
2307,L49486,L,299.1,308.6,1260,57.8,152,0,0,0,0,0,0,63.926092036024684,21
2308,H31721,H,299.0,308.5,1623,33.5,154,0,0,0,0,0,0,50.09860225686223,27
2309,L49488,L,299.1,308.5,1371,55.5,159,0,0,0,0,0,0,69.36447914494164,23
2310,L49489,L,299.1,308.6,1611,31.4,161,0,0,0,0,0,0,63.21020732567235,27
2311,M17170,M,299.0,308.4,1535,47.5,163,0,0,0,0,0,0,62.58603062777459,26
2312,M17171,M,299.1,308.6,1491,38.5,166,0,0,0,0,0,0,61.41455104164194,25
2313,M17172,M,299.1,308.6,1441,36.2,169,0,0,0,0,0,0,60.74172828035176,24
2314,M17173,M,299.1,308.8,1725,26.6,172,0,0,0,0,0,0,56.17411792357683,29
2315,L49494,L,299.2,308.9,1368,47.2,175,0,0,0,0,0,0,58.32384697818017,23
2316,L49495,L,299.2,308.9,1526,37.9,177,0,0,0,0,0,0,50.223866040122736,26
2317,L49496,L,299.2,308.8,1542,39.2,179,0,0,0,0,0,0,69.15266533548638,26
2318,L49497,L,299.2,308.8,1605,31.1,181,0,0,0,0,0,0,64.12525764548894,27
2319,L49498,L,299.2,308.8,1405,51.4,183,0,0,0,0,0,0,45.33705324338973,24
2320,M17179,M,299.2,308.8,1700,33.5,185,0,0,0,0,0,0,44.649321322105024,29
2321,H31734,H,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,58.469266677345345,24
2322,M17181,M,299.2,308.8,1314,52.5,193,0,0,0,0,0,0,53.940950815606584,22
2323,L49502,L,299.2,308.7,1514,41.9,196,0,0,0,0,0,0,48.410990377892816,25
2324,M17183,M,299.2,308.7,1401,47.0,198,0,0,0,0,0,0,50.67511998006289,24
2325,L49504,L,299.3,308.8,1636,29.9,201,0,0,0,0,0,0,46.97779447909602,27
2326,L49505,L,299.3,308.8,1603,33.9,203,0,0,0,0,0,0,67.91482995210481,27
2327,M17186,M,299.4,308.7,1487,52.6,205,0,0,0,0,0,0,69.15746428703383,25
2328,M17187,M,299.3,308.7,1420,50.3,208,0,0,0,0,0,0,66.32704112476597,24
2329,L49508,L,299.3,308.7,1579,36.3,211,0,0,0,0,0,0,45.81821425946619,27
2330,L49509,L,299.3,308.7,1484,40.5,213,0,0,0,0,0,0,69.60651363850255,25
2331,M17190,M,299.3,308.7,1390,49.3,215,0,0,0,0,0,0,52.90566430490758,23
2332,L49511,L,299.3,308.6,1384,53.6,218,1,0,0,0,1,0,254.05975948491738,45
2333,L49512,L,299.2,308.5,1378,50.4,220,1,0,0,0,1,0,254.42313496318678,45
2334,L49513,L,299.2,308.5,1445,45.2,222,0,0,0,0,0,0,53.126498266979745,24
2335,L49514,L,299.2,308.4,1445,43.5,224,0,0,0,0,0,0,59.947906039557346,24
2336,L49515,L,299.2,308.4,1509,39.4,0,0,0,0,0,0,0,53.31962820881243,25
2337,L49516,L,299.2,308.4,1434,46.8,2,0,0,0,0,0,0,55.122377601492786,24
2338,L49517,L,299.2,308.4,1877,23.9,4,0,0,0,0,0,0,44.745507224250964,32
2339,L49518,L,299.3,308.3,1651,28.0,6,0,0,0,0,0,0,55.051240163066396,28
2340,L49519,L,299.2,308.2,1466,41.3,8,0,0,0,0,0,0,50.425370476954235,25
2341,L49520,L,299.1,308.1,1479,40.7,10,0,0,0,0,0,0,52.795836674758505,25
2342,L49521,L,299.1,308.2,1409,46.4,12,0,0,0,0,0,0,47.08910708330565,24
2343,M17202,M,299.2,308.2,1674,28.2,14,0,0,0,0,0,0,61.221593365707555,28
2344,L49523,L,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,59.26414388318574,22
2345,M17204,M,299.2,308.3,1755,26.4,19,0,0,0,0,0,0,42.81111044283059,29
2346,L49525,L,299.2,308.4,1475,38.7,22,0,0,0,0,0,0,60.78707308825257,25
2347,L49526,L,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,43.80629764496881,24
2348,L49527,L,299.2,308.3,1410,43.0,26,0,0,0,0,0,0,56.58863379571327,24
2349,L49528,L,299.2,308.4,1436,41.8,28,0,0,0,0,0,0,66.2888358177625,24
2350,M17209,M,299.3,308.5,1386,42.2,30,0,0,0,0,0,0,55.88454825011776,23
2351,L49530,L,299.3,308.6,1744,26.4,33,0,0,0,0,0,0,54.734701012373634,29
2352,L49531,L,299.2,308.4,1393,48.4,35,0,0,0,0,0,0,47.073808344958856,23
2353,M17212,M,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,63.38931601819437,24
2354,L49533,L,299.2,308.4,1841,22.8,40,0,0,0,0,0,0,62.88964243519837,31
2355,L49534,L,299.3,308.6,1433,37.7,42,0,0,0,0,0,0,65.94242234962245,24
2356,M17215,M,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,66.08396495644499,22
2357,H31770,H,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,54.8758853434468,25
2358,L49537,L,299.3,308.5,1772,26.1,52,0,0,0,0,0,0,52.44875282532418,30
2359,M17218,M,299.2,308.4,1381,42.5,54,0,0,0,0,0,0,67.21594442408582,23
2360,L49539,L,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,48.54770500906781,24
2361,H31774,H,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,67.10229773392267,23
2362,M17221,M,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,49.94472297454742,27
2363,H31776,H,299.3,308.6,1520,41.4,67,0,0,0,0,0,0,44.92254758088023,25
2364,L49543,L,299.3,308.5,1510,45.4,72,0,0,0,0,0,0,48.313998672313694,25
2365,L49544,L,299.2,308.5,1366,49.7,74,0,0,0,0,0,0,59.401850874404246,23
2366,L49545,L,299.4,308.5,1845,22.9,76,0,0,0,0,0,0,65.77460454511021,31
2367,L49546,L,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,57.4484857836067,25
2368,M17227,M,299.3,308.5,1496,39.4,80,0,0,0,0,0,0,64.75124737823066,25
2369,M17228,M,299.3,308.4,1468,42.2,83,0,0,0,0,0,0,59.80854844924983,25
2370,M17229,M,299.2,308.4,1856,22.7,86,0,0,0,0,0,0,61.3084591688449,31
2371,L49550,L,299.2,308.4,1620,34.1,89,0,0,0,0,0,0,58.930557490020526,27
2372,L49551,L,299.3,308.5,1409,44.8,91,0,0,0,0,0,0,53.868084807149806,24
2373,M17232,M,299.3,308.5,1404,49.4,93,0,0,0,0,0,0,50.7070305828412,24
2374,L49553,L,299.2,308.4,1350,51.3,96,0,0,0,0,0,0,55.6197506934336,23
2375,M17234,M,299.2,308.4,1538,38.0,98,0,0,0,0,0,0,57.63527765489374,26
2376,M17235,M,299.2,308.4,1476,32.7,101,0,0,0,0,0,0,62.46660858143462,25
2377,M17236,M,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,64.85074019689621,23
2378,M17237,M,299.2,308.3,1582,45.5,107,0,0,0,0,0,0,53.717499696034984,27
2379,L49558,L,299.1,308.2,1348,56.1,110,0,0,0,0,0,0,48.00814122163283,23
2380,H31793,H,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,53.16599628233177,24
2381,L49560,L,299.0,308.1,1242,60.9,117,0,0,0,0,0,0,61.103046092485286,21
2382,L49561,L,299.1,308.2,1493,34.9,119,0,0,0,0,0,0,68.14016665912442,25
2383,L49562,L,299.1,308.3,1601,31.4,121,0,0,0,0,0,0,66.84270269028605,27
2384,L49563,L,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,49.81292882342235,26
2385,M17244,M,299.1,308.3,1506,38.0,125,0,0,0,0,0,0,58.912873826034854,25
2386,L49565,L,299.1,308.3,1524,34.1,128,0,0,0,0,0,0,40.64634253397266,26
2387,L49566,L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,58.02767632100849,26
2388,M17247,M,299.2,308.5,1474,47.2,132,0,0,0,0,0,0,61.71605425812526,25
2389,M17248,M,299.2,308.5,1526,37.3,135,0,0,0,0,0,0,48.82312223903183,26
2390,L49569,L,299.2,308.5,1867,27.0,138,0,0,0,0,0,0,50.863216183312964,31
2391,L49570,L,299.2,308.5,1487,41.2,140,0,0,0,0,0,0,57.1306626763496,25
2392,L49571,L,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,44.2276936654435,27
2393,L49572,L,299.2,308.5,1340,50.0,144,0,0,0,0,0,0,44.017881477944776,22
2394,L49573,L,299.2,308.5,1544,41.6,146,0,0,0,0,0,0,63.32235608451586,26
2395,L49574,L,299.2,308.5,1488,40.3,148,0,0,0,0,0,0,62.539001518859415,25
2396,M17255,M,299.2,308.5,1742,28.9,150,0,0,0,0,0,0,54.14489564939756,29
2397,M17256,M,299.1,308.5,1592,34.2,153,0,0,0,0,0,0,54.37376533082468,27
2398,L49577,L,299.2,308.6,1582,38.8,156,0,0,0,0,0,0,54.333612257784495,27
2399,L49578,L,299.2,308.5,1490,43.2,158,0,0,0,0,0,0,59.43588462057825,25
2400,M17259,M,299.2,308.5,1594,35.8,160,0,0,0,0,0,0,57.324901821260234,27
2401,H31814,H,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,48.91955521252873,25
2402,M17261,M,299.2,308.6,1367,47.6,168,0,0,0,0,0,0,64.36693158449067,23
2403,L49582,L,299.2,308.7,1325,51.0,171,0,0,0,0,0,0,58.890682274064275,22
2404,H31817,H,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,50.16086700833696,24
2405,M17264,M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,52.59339620829689,34
2406,L49585,L,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,66.61518613759453,25
2407,L49586,L,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,58.16943111195384,24
2408,M17267,M,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,58.25449318040315,25
2409,L49588,L,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,57.83913970441294,23
2410,L49589,L,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,58.383558818192064,26
2411,L49590,L,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,53.979216305656706,28
2412,L49591,L,299.0,308.5,1559,38.1,194,0,0,0,0,0,0,59.606399071077554,26
2413,L49592,L,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,49.63042586846347,24
2414,L49593,L,299.0,308.5,1886,23.0,198,0,0,0,0,0,0,64.83836435026515,32
2415,L49594,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,55.31186092358402,24
2416,M17275,M,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,50.671670809787706,27
2417,L49596,L,299.0,308.4,1571,38.6,5,0,0,0,0,0,0,50.854622646957424,26
2418,L49597,L,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,42.757009181758306,27
2419,L49598,L,298.9,308.3,1660,34.4,9,0,0,0,0,0,0,61.629692524756635,28
2420,M17279,M,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,55.60868216057216,22
2421,H31834,H,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,55.84784019308437,24
2422,L49601,L,298.9,308.2,2384,15.0,19,0,0,0,0,0,0,63.57680784797692,40
2423,L49602,L,298.8,308.2,1443,53.4,21,0,0,0,0,0,0,63.18801145613672,24
2424,M17283,M,298.9,308.2,2022,20.0,23,0,0,0,0,0,0,59.05125723854855,34
2425,L49604,L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,55.12888811173821,31
2426,L49605,L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,56.298536566109654,25
2427,M17286,M,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,254.88423136900374,45
2428,L49607,L,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,59.98590222321287,31
2429,M17288,M,299.0,308.3,1377,47.2,35,0,0,0,0,0,0,64.57420795061898,23
2430,L49609,L,298.9,308.3,1432,48.9,38,0,0,0,0,0,0,61.30267811596415,24
2431,M17290,M,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,41.42090701696309,23
2432,M17291,M,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,58.84290935022749,24
2433,L49612,L,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,50.59180098109128,25
2434,L49613,L,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,59.04529684177449,24
2435,M17294,M,299.0,308.2,1358,42.7,50,0,0,0,0,0,0,63.62730962671076,23
2436,L49615,L,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,57.99557545658397,28
2437,H31850,H,299.0,308.2,1662,30.4,55,0,0,0,0,0,0,61.78240696698707,28
2438,L49617,L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,59.210236103123286,24
2439,M17298,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,53.3361330895069,22
2440,L49619,L,299.1,308.4,1693,31.6,65,0,0,0,0,0,0,52.15020670548489,28
2441,L49620,L,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,68.2158157622325,24
2442,L49621,L,299.1,308.5,1676,31.0,69,0,0,0,0,0,0,63.37752181251755,28
2443,M17302,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,66.24928278601902,22
2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0,48.897783153608636,28
2445,L49624,L,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,254.05943365247327,45
2446,H31859,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,66.34262763952269,23
2447,L49626,L,299.3,308.6,1422,48.9,83,0,0,0,0,0,0,68.0924912850092,24
2448,L49627,L,299.3,308.7,1408,48.7,85,0,0,0,0,0,0,58.06064573896026,24
2449,L49628,L,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,62.24753412997228,24
2450,L49629,L,299.3,308.8,1772,25.2,89,0,0,0,0,0,0,55.0572681599872,30
2451,L49630,L,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,61.11309031137502,25
2452,L49631,L,299.2,308.7,1650,30.5,93,0,0,0,0,0,0,56.63357386582695,28
2453,M17312,M,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,64.679414542234,39
2454,L49633,L,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,53.36093085137997,28
2455,L49634,L,299.0,308.6,1653,31.7,100,0,0,0,0,0,0,58.97312893085254,28
2456,L49635,L,299.0,308.6,1946,22.3,102,0,0,0,0,0,0,58.65394414957882,33
2457,L49636,L,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,54.14788383039985,26
2458,L49637,L,299.0,308.6,1661,32.2,106,0,0,0,0,0,0,62.399021297850155,28
2459,L49638,L,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,63.597857700745884,24
2460,L49639,L,299.0,308.6,1297,54.2,110,0,0,0,0,0,0,55.663433702642656,22
2461,L49640,L,299.0,308.6,1466,46.4,112,0,0,0,0,0,0,52.80584945133609,25
2462,M17321,M,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,43.896222273943046,26
2463,L49642,L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,51.471071161770524,29
2464,L49643,L,298.9,308.5,1580,39.1,119,0,0,0,0,0,0,48.04120085717116,27
2465,M17324,M,298.9,308.5,1534,42.9,121,0,0,0,0,0,0,60.10043572430491,26
2466,L49645,L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,61.456999561721624,25
2467,L49646,L,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,62.21870804236445,24
2468,M17327,M,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,37.493920374505,26
2469,M17328,M,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,53.3972874176258,26
2470,L49649,L,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,54.99682988878041,25
2471,L49650,L,298.9,308.5,1467,44.7,136,0,0,0,0,0,0,44.759125968891546,25
2472,L49651,L,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,59.014092827622825,22
2473,L49652,L,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,64.19664472901565,24
2474,M17333,M,298.9,308.5,1555,37.6,142,0,0,0,0,0,0,58.23179585034373,26
2475,L49654,L,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,59.38714317964886,25
2476,L49655,L,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,44.34593473221094,25
2477,H31890,H,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,45.74349194664815,24
2478,L49657,L,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,58.199717738205536,23
2479,M17338,M,298.9,308.5,1456,50.0,156,0,0,0,0,0,0,42.55166618865056,24
2480,L49659,L,299.0,308.5,1604,34.7,159,0,0,0,0,0,0,66.64272405177596,27
2481,L49660,L,299.0,308.6,1734,32.4,161,0,0,0,0,0,0,58.3276292330189,29
2482,L49661,L,299.0,308.6,1378,47.8,163,0,0,0,0,0,0,60.941826114399355,23
2483,L49662,L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,52.815309659665765,25
2484,M17343,M,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,49.161803883411324,24
2485,H31898,H,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,43.64278402927692,26
2486,L49665,L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,53.298212885546,27
2487,M17346,M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,66.62241648539383,30
2488,H31901,H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,53.815350456481205,27
2489,L49668,L,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,59.73510641478527,23
2490,H31903,H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,58.81193880503224,25
2491,H31904,H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,58.06119262056086,26
2492,L49671,L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,59.1043270404715,24
2493,H31906,H,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,54.69678430514146,23
2494,M17353,M,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,65.82976137052927,24
2495,L49674,L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,253.9826629720728,45
2496,M17355,M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,62.609322510590246,25
2497,M17356,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,52.52843094429079,26
2498,M17357,M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,44.82948627888436,25
2499,L49678,L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,44.570802529102394,25
2500,M17359,M,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,56.38106625853658,22
2501,L49680,L,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,64.2832198071228,27
2502,M17361,M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,61.46821800557318,25
2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,253.97249403971554,45
2504,L49683,L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,50.840528991061134,24
2505,L49684,L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,49.223342835908035,25
2506,L49685,L,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,50.80470176527742,23
2507,M17366,M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,59.91737738233088,25
2508,H31921,H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,55.62109829495699,24
2509,L49688,L,299.0,308.9,1615,30.6,14,0,0,0,0,0,0,63.87355607735815,27
2510,L49689,L,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,41.197489916279984,25
2511,L49690,L,299.1,309.0,1405,53.8,18,0,0,0,0,0,0,53.93287491031453,24
2512,M17371,M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,47.06756487887625,26
2513,L49692,L,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,54.171384511362234,26
2514,L49693,L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,59.13389791676407,27
2515,L49694,L,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,47.52719647716864,35
2516,L49695,L,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,62.65405122921229,25
